Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenue,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,CompanyType
127,Eli Lilly,LLY,Health Care,Pharmaceuticals,yes,no,no,yes,15,no,yes,no,43000,739658,"$34,124 ",20%,5240.4,-16.1,64006.3,David A. Ricks,U.S.,Indianapolis,Indiana,Public
128,Molina Healthcare,MOH,Health Care,Health Care: Insurance and Managed Care,yes,no,no,yes,-2,yes,yes,no,18000,24068,"$34,072,000 ",7%,1091,37.8,14892,Joseph M. Zubretsky,U.S.,Long Beach,California,Public
129,Cummins,CMI,Industrials,Industrial Machinery,yes,no,yes,yes,17,no,yes,no,75500,41798.1,"$34,065,000 ",21%,735,-65.8,32005,Jennifer Rumsey,U.S.,Columbus,Indiana,Public
130,Bank of New York Mellon,BK,Financials,Commercial Banks,yes,no,no,yes,71,no,yes,no,53400,43380.4,"$33,805,000 ",69%,3286,27.7,409953,Robin Vince,U.S.,New York,New York,Public
131,Netflix,NFLX,Media,Entertainment,yes,no,no,yes,-2,yes,yes,no,13000,262827.9,"$33,723 ",7%,5408,20.4,48732,Ted Sarandos/Gregory K. Peters,U.S.,Los Gatos,California,Public
132,Truist Financial,TFC,Financials,Commercial Banks,no,no,no,no,25,no,no,no,49935,52022.4,"$33,246,000 ",31%,-1091,-117.4,535349,William H. Rogers Jr.,U.S.,Charlotte,North Carolina,Public
133,Arrow Electronics,ARW,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,no,-24,yes,yes,no,22100,6988.1,"$33,107 ",-11%,903.5,-36.7,21726.2,Sean J. Kerins,U.S.,Centennial,Colorado,Public
134,3M,MMM,Chemicals,Chemicals,no,no,no,no,-18,yes,yes,no,85000,58695,"$32,681,000 ",-5%,-6995,-221.1,50580,William M. Brown,U.S.,St. Paul,Minnesota,Public
135,Visa,V,Business Services,Financial Data Services,yes,no,no,yes,2,no,yes,yes,28800,560847.5,"$32,653,000 ",11%,17273,15.5,90499,Ryan McInerney,U.S.,San Francisco,California,Public
136,Apollo Global Management,APO,Financials,Securities,yes,yes,no,yes,220,no,no,no,6855,63889.7,"$32,644,000 ",181%,5047,,313488,Marc Rowan,U.S.,New York,New York,Public
137,HF Sinclair,DINO,Energy,Petroleum Refining,yes,no,no,no,-30,yes,no,no,5218,11987.6,"$31,964 ",-16%,1589.7,-45.6,17716.3,Tim Go,U.S.,Dallas,Texas,Public
138,CBRE Group,CBRE,Financials,Real estate,yes,no,no,yes,-3,no,yes,no,130000,29725.9,"$31,949,000 ",4%,986,-29.9,22548,Robert E. Sulentic,U.S.,Dallas,Texas,Public
139,PNC Financial Services Group,PNC,Financials,Commercial Banks,yes,no,no,no,29,no,yes,no,55612,64291.8,"$31,882,000 ",35%,5578,-7.7,561580,William S. Demchak,U.S.,Pittsburgh,Pennsylvania,Public
140,Lithia Motors,LAD,Retailing,"Automotive Retailing, Services",yes,no,no,yes,5,no,no,no,25051,8283,"$31,311 ",11%,1000.8,-20,19632.5,Bryan B. DeBoer,U.S.,Medford,Oregon,Public
141,CarMax,KMX,Retailing,"Automotive Retailing, Services",yes,no,no,no,-17,yes,no,yes,30621,13756.5,"$31,126 ",-6%,484.8,-57.9,26182.7,William D. Nash,U.S.,Richmond,Virginia,Public
142,Paramount Global,PARA,Media,Entertainment,no,no,no,no,-8,yes,no,no,24150,8099,"$30,610,000 ",-2%,-608,-155.1,53543,George Cheeks/Chris McCarthy/Brian Robbins,U.S.,New York,New York,Public
143,Dollar Tree,DLTR,Retailing,Specialty Retailers: Other,no,no,no,yes,1,no,no,no,138860,29024.4,"$30,604 ",8%,-998.4,-161.8,22023.5,Richard W. Dreiling,U.S.,Chesapeake,Virginia,Public
144,United Natural Foods,UNFI,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,no,-5,no,no,no,29455,682.9,"$30,272,000 ",5%,24,-90.3,7394,Sandy Douglas,U.S.,Providence,Rhode Island,Public
145,PayPal Holdings,PYPL,Business Services,Financial Data Services,yes,no,no,no,3,no,yes,no,27200,71796,"$29,771,000 ",8%,4246,75.5,82166,Alex Chriss,U.S.,San Jose,California,Public
146,Penske Automotive Group,PAG,Retailing,"Automotive Retailing, Services",yes,no,no,yes,1,no,yes,no,28000,10861,"$29,527 ",6%,1053.2,-23.7,15671.5,Roger S. Penske,U.S.,Bloomfield Hills,Michigan,Public
147,Hewlett Packard Enterprise,HPE,Technology,"Computers, Office Equipment",yes,no,no,yes,-4,no,yes,yes,62000,23049,"$29,135,000 ",2%,2025,133.3,57153,Antonio F. Neri,U.S.,Spring,Texas,Public
148,Duke Energy,DUK,Energy,Utilities: Gas and Electric,yes,no,yes,no,-7,no,yes,no,27037,74607.9,"$28,932,000 ",1%,2841,11.4,176893,Lynn J. Good,U.S.,Charlotte,North Carolina,Public
149,Occidental Petroleum,OXY,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,-39,yes,no,no,12570,57611.3,"$28,918,000 ",-22%,4696,-64.7,74008,Vicki A. Hollub,U.S.,Houston,Texas,Public
150,NRG Energy,NRG,Energy,Energy,no,no,no,yes,-20,yes,no,no,18131,14535.4,"$28,823,000 ",-9%,-202,-116.5,26038,Lawrence S. Coben,U.S.,Houston,Texas,Public
151,Amgen,AMGN,Health Care,Pharmaceuticals,yes,no,no,yes,3,no,yes,no,26700,152372.5,"$28,190,000 ",7%,6717,2.5,97154,Robert A. Bradway,U.S.,Thousand Oaks,California,Public
152,NextEra Energy,NEE,Energy,Utilities: Gas and Electric,yes,no,no,yes,35,no,yes,no,16800,131170.7,"$28,114,000 ",34%,7310,76.3,177489,John W. Ketchum,U.S.,Juno Beach,Florida,Public
153,Danaher,DHR,Health Care,Medical Products and Equipment,yes,no,no,no,-21,yes,yes,no,62000,184928.7,"$27,602,000 ",-12%,4764,-33.9,84488,Rainer M. Blair,U.S.,Washington,District Of Columbia,Public
154,Gilead Sciences,GILD,Health Care,Pharmaceuticals,yes,no,no,yes,-4,no,no,no,18000,91340.5,"$27,116,000 ",-1%,5665,23.4,62125,Daniel P. O'Day,U.S.,Foster City,California,Public
155,AutoNation,AN,Retailing,"Automotive Retailing, Services",yes,no,no,yes,-4,no,yes,no,25300,6902.1,"$26,949 ",0%,1021.1,-25.9,11980,Michael M. Manley,U.S.,Fort Lauderdale,Florida,Public
156,Kraft Heinz,KHC,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-3,no,no,no,36000,44857,"$26,640,000 ",1%,2855,20.8,90339,Carlos Abrams-Rivera,U.S.,Chicago,Illinois,Public
157,Avnet,AVT,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,6,no,yes,no,15800,4480.2,"$26,537 ",9%,770.8,11.3,12477.2,Philip R. Gallagher,U.S.,Phoenix,Arizona,Public
158,Applied Materials,AMAT,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-3,no,yes,no,34000,171356,"$26,517,000 ",3%,6856,5.1,30729,Gary E. Dickerson,U.S.,Santa Clara,California,Public
159,Southwest Airlines,LUV,Transportation,Airlines,yes,no,no,yes,6,no,yes,no,74806,17416.6,"$26,091,000 ",10%,465,-13.7,36487,Robert E. Jordan,U.S.,Dallas,Texas,Public
160,Charles Schwab,SCHW,Financials,Securities,yes,no,no,no,15,no,yes,no,33000,131974.9,"$25,521,000 ",14%,5067,-29.5,493178,Walter W. Bettinger II,U.S.,Westlake,Texas,Public
161,Baker Hughes,BKR,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,24,no,no,no,58000,33529.5,"$25,506,000 ",21%,1943,,36945,Lorenzo Simonelli,U.S.,Houston,Texas,Public
162,McDonald's,MCD,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,7,no,yes,no,150000,203582.4,"$25,494 ",10%,8468.8,37.1,56146.8,Christopher J. Kempczinski,U.S.,Chicago,Illinois,Public
163,Southern Company,SO,Energy,Utilities: Gas and Electric,yes,no,no,yes,-25,no,yes,no,27960,78269.4,"$25,253,000 ",-14%,3976,12.8,139331,Christopher C. Womack,U.S.,Atlanta,Georgia,Public
164,Mastercard,MA,Business Services,Financial Data Services,yes,no,no,yes,13,no,yes,yes,33400,449252.6,"$25,098,000 ",13%,11195,12.7,42448,Michael Miebach,U.S.,Purchase,New York,Public
165,Constellation Energy,CEG,Energy,Energy,yes,no,no,yes,-3,no,no,no,13842,58250.1,"$24,918,000 ",2%,1623,,50758,Joseph Dominguez,U.S.,Baltimore,Maryland,Public
166,Hartford Financial Services Group,HIG,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,8,no,no,no,18700,30636.6,"$24,527,000 ",10%,2504,38,76780,Christopher J. Swift,U.S.,Hartford,Connecticut,Public
167,PG&E,PCG,Energy,Utilities: Gas and Electric,yes,no,yes,yes,13,no,no,no,28010,35759.5,"$24,428,000 ",13%,2242,24.6,125698,Patricia K. Poppe,U.S.,Oakland,California,Public
168,Coupang,CPNG,Retailing,Internet Services and Retailing,yes,yes,no,yes,27,no,no,no,78000,31903.1,"$24,383,000 ",19%,1360,,13346,Bom Kim,U.S.,Seattle,Washington,Public
169,EOG Resources,EOG,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-13,no,no,no,3050,73535.6,"$24,186,000 ",-6%,7594,-2.1,43857,Ezra Y. Yacob,U.S.,Houston,Texas,Public
170,Union Pacific,UNP,Transportation,Railroads,yes,no,no,no,-11,no,yes,no,32973,150041,"$24,119,000 ",-3%,6379,-8.8,67132,Jim Vena,U.S.,Omaha,Nebraska,Public
171,Rite Aid,RADCQ,Food & Drug Stores,Food & Drug Stores,no,no,no,no,-10,no,no,no,47000,9,"$24,092 ",-2%,-749.9,,7527.4,Jeffrey S. Stein,U.S.,Philadelphia,Pennsylvania,Public
172,Macy's,M,Retailing,General Merchandisers,yes,no,no,no,-14,no,no,no,85581,5482.7,"$23,866,000 ",-6%,105,-91.1,16246,Tony Spring,U.S.,New York,New York,Public
173,Marriott International,MAR,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,19,no,yes,yes,148000,72730.7,"$23,713,000 ",14%,3083,30.7,25674,Anthony G. Capuano,U.S.,Bethesda,Maryland,Public
174,Lear,LEA,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,15,no,yes,no,186600,8263.1,"$23,467 ",12%,572.5,74.7,14695.5,Raymond E. Scott,U.S.,Southfield,Michigan,Public
175,Genuine Parts,GPC,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,4,no,no,no,60000,21600.9,"$23,091 ",5%,1316.5,11.3,17968.5,William P. Stengel II,U.S.,Atlanta,Georgia,Public
176,Sherwin-Williams,SHW,Chemicals,Chemicals,yes,no,yes,no,2,no,yes,no,64088,88255.4,"$23,052 ",4%,2388.8,18.3,22954.4,Heidi G. Petz,U.S.,Cleveland,Ohio,Public
177,Halliburton,HAL,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,20,no,no,no,48000,35087.8,"$23,018,000 ",13%,2638,67.8,24683,Jeffrey A. Miller,U.S.,Houston,Texas,Public
178,Freeport-McMoRan,FCX,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,-7,no,no,no,27200,67445.9,"$22,855,000 ",0%,1848,-46.7,52506,Kathleen L. Quirk,U.S.,Phoenix,Arizona,Public
179,Live Nation Entertainment,LYV,Media,Entertainment,yes,no,no,yes,69,no,yes,no,23200,24411.5,"$22,749 ",36%,563.3,90.3,19074,Michael Rapino,U.S.,Beverly Hills,California,Public
180,Marsh & McLennan,MMC,Financials,Diversified Financials,yes,no,no,no,13,no,yes,no,85000,101657.8,"$22,736,000 ",10%,3756,23.1,48030,John Q. Doyle,U.S.,New York,New York,Public
181,Advanced Micro Devices,AMD,Technology,Semiconductors and Other Electronic Components,yes,no,yes,yes,-14,no,yes,no,26000,291697.1,"$22,680,000 ",-4%,854,-35.3,67885,Lisa T. Su,U.S.,Santa Clara,California,Public
182,First Citizens BancShares,FCNCA,Financials,Commercial Banks,yes,no,no,yes,420,no,no,no,15868,23620.4,"$22,466,000 ",305%,11466,944.3,213758,Frank B. Holding Jr.,U.S.,Raleigh,North Carolina,Public
183,WESCO International,WCC,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-2,no,yes,no,20000,8727.3,"$22,385 ",5%,765.5,-11,15060.9,John J. Engel,U.S.,Pittsburgh,Pennsylvania,Public
184,Carrier Global,CARR,Industrials,Industrial Machinery,yes,no,no,yes,12,no,yes,no,53000,52323,"$22,098,000 ",8%,1349,-61.8,32822,David L. Gitlin,U.S.,Palm Beach Gardens,Florida,Public
185,Cleveland-Cliffs,CLF,Materials,Metals,yes,no,no,yes,-15,no,no,no,28000,11331.1,"$21,996,000 ",-4%,399,-70.1,17537,Lourenco Goncalves,U.S.,Cleveland,Ohio,Public
186,Block,SQ,Business Services,Financial Data Services,yes,yes,no,yes,48,no,yes,no,12985,52075.3,"$21,916 ",25%,9.8,,34069.9,Jack Dorsey,U.S.,Oakland,California,Public
187,Exelon,EXC,Energy,Utilities: Gas and Electric,yes,no,no,yes,31,no,yes,no,19962,37560,"$21,727,000 ",14%,2328,7.3,101546,Calvin G. Butler Jr.,U.S.,Chicago,Illinois,Public
188,KKR,KKR,Financials,Securities,yes,no,no,yes,308,no,no,no,4490,89013.9,"$21,685 ",198%,3732.3,,317294.2,Joseph Y. Bae/Scott C. Nuttall,U.S.,New York,New York,Public
189,CDW,CDW,Technology,Information Technology Services,yes,no,yes,no,-23,no,no,no,15100,34329.5,"$21,376,000 ",-10%,1104.3,-0.9,13284.6,Christine A. Leahy,U.S.,Vernon Hills,Illinois,Public
190,Booking Holdings,BKNG,Technology,Internet Services and Retailing,yes,no,no,yes,53,no,yes,no,23482,123968.4,"$21,365,000 ",25%,4289,40.3,24342,Glenn D. Fogel,U.S.,Norwalk,Connecticut,Public
191,Synchrony,SYF,Financials,Diversified Financials,yes,no,no,yes,44,no,no,yes,20000,17543.1,"$20,999,000 ",20%,2238,-25.8,117479,Brian D. Doubles,U.S.,Stamford,Connecticut,Public
192,Quanta Services,PWR,Engineering & Construction,Engineering & Construction,yes,no,no,yes,52,no,yes,no,52500,37865.6,"$20,882 ",22%,744.7,51.6,16237.2,Earl C. Austin Jr.,U.S.,Houston,Texas,Public
193,Jones Lang LaSalle,JLL,Financials,Real estate,yes,no,no,yes,-3,no,yes,no,106100,9255.6,"$20,761 ",-1%,225.4,-65.6,16064.8,Christian Ulbrich,U.S.,Chicago,Illinois,Public
194,Discover Financial Services,DFS,Financials,Commercial Banks,yes,no,no,yes,79,no,no,yes,21100,32846.5,"$20,606,000 ",36%,2940,-33.1,151522,J. Michael  Shepherd,U.S.,Riverwoods,Illinois,Public
195,Tenet Healthcare,THC,Health Care,Health Care: Medical Facilities,yes,no,no,yes,20,no,no,no,95905,10510.5,"$20,548,000 ",7%,611,48.7,28312,Saumya Sutaria,U.S.,Dallas,Texas,Public
196,Altria Group,MO,"Food, Beverages & Tobacco",Tobacco,yes,no,no,yes,-2,no,no,no,6400,76922.2,"$20,502,000 ",-1%,8130,41,38570,William F. Gifford Jr.,U.S.,Richmond,Virginia,Public
197,Stryker,SYK,Health Care,Medical Products and Equipment,yes,no,no,yes,27,no,yes,yes,52000,136158.7,"$20,498,000 ",11%,3165,34.2,39912,Kevin A. Lobo,U.S.,Portage,Michigan,Public
198,Kimberly-Clark,KMB,Household Products,Household and Personal Products,yes,no,no,no,1,no,yes,no,41000,43579.9,"$20,431,000 ",1%,1764,-8.8,17344,Michael D. Hsu,U.S.,Irving,Texas,Public
199,Waste Management,WM,Business Services,Waste Management,yes,no,no,no,5,no,yes,no,48000,85600.6,"$20,426,000 ",4%,2304,2.9,32823,James C. Fish Jr.,U.S.,Houston,Texas,Public
200,Cheniere Energy,LNG,Energy,Pipelines,yes,no,no,yes,-78,yes,no,no,1605,37851.2,"$20,394,000 ",-39%,9881,591.9,43076,Jack A. Fusco,U.S.,Houston,Texas,Public
201,Ross Stores,ROST,Retailing,Specialty Retailers: Apparel,yes,no,yes,yes,22,no,no,no,108000,49409.1,"$20,377 ",9%,1874.5,24,14300.1,Barbara Rentler,U.S.,Dublin,California,Public
202,WestRock,,Materials,"Packaging, Containers",no,no,no,yes,-19,no,no,no,56100,12707,"$20,310,000 ",-5%,-1649,-274.6,27443.7,David B. Sewell,U.S.,Atlanta,Georgia,Private
203,General Mills,GIS,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,16,no,yes,no,34000,39501.5,"$20,094 ",6%,2593.9,-4.2,31451.7,Jeffrey L. Harmening,U.S.,Minneapolis,Minnesota,Public
204,Goodyear Tire & Rubber,GT,Motor Vehicles & Parts,Motor Vehicles & Parts,no,no,no,no,-13,no,no,no,71000,3901.3,"$20,066,000 ",-4%,-689,-441.1,21582,Mark W. Stewart,U.S.,Akron,Ohio,Public
205,BJ's Wholesale Club,BJ,Retailing,General Merchandisers,yes,no,no,no,5,no,no,no,34000,10058.5,"$19,969 ",3%,523.7,2.1,6677.6,Robert W. Eddy,U.S.,Marlborough,Massachusetts,Public
206,GE HealthCare Technologies,GEHC,Health Care,Medical Products and Equipment,yes,no,no,no,0,no,no,no,51000,41396.5,"$19,552,000 ",,1568,,32454,Peter J. Arduini,U.S.,Chicago,Illinois,Public
207,Colgate-Palmolive,CL,Household Products,Household and Personal Products,yes,no,no,yes,21,no,yes,no,34000,74019.9,"$19,457,000 ",8.3,2300,28.9,16393,Noel R. Wallace,U.S.,New York,New York,Public
208,Whirlpool,WHR,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-5,no,yes,no,59000,6515.3,"$19,455,000 ",-1.4,481,,17312,Marc R. Bitzer,U.S.,Benton Harbor,Michigan,Public
209,L3Harris Technologies,LHX,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,37,no,no,no,50000,40508.1,"$19,419,000 ",13.8,1227,15.5,41687,Christopher E. Kubasik,U.S.,Melbourne,Florida,Public
210,Adobe,ADBE,Technology,Computer Software,yes,no,no,yes,23,no,yes,yes,29945,226060.8,"$19,409,000 ",10.2,5428,14.1,29779,Shantanu Narayen,U.S.,San Jose,California,Public
211,Becton Dickinson,BDX,Health Care,Medical Products and Equipment,yes,no,no,no,-2,no,no,no,73000,71488.9,"$19,372,000 ",-0.2,1484,-16.6,52780,Thomas E. Polen,U.S.,Franklin Lakes,New Jersey,Public
212,Pioneer Natural Resources,PXD,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-48,no,no,no,2213,61326.1,"$19,362,000 ",-20.3,4894,-37.6,36613,Richard P. Dealy,U.S.,Irving,Texas,Private
213,Cognizant Technology Solutions,CTSH,Technology,Information Technology Services,yes,no,no,no,-5,no,no,no,347700,36486.8,"$19,353,000 ",-0.4,2126,-7.2,18483,Ravi Kumar S,U.S.,Teaneck,New Jersey,Public
214,Murphy USA,MUSA,Retailing,Specialty Retailers: Other,yes,no,no,yes,-32,no,no,no,10750,8726.5,"$19,238 ",-9.5,556.8,-17.3,4340.1,R. Andrew Clyde,U.S.,El Dorado,Arkansas,Public
215,Fiserv,FI,Business Services,Financial Data Services,yes,no,no,yes,15,no,yes,no,42000,94358.1,"$19,093,000 ",7.6,3068,21.3,90890,Frank J. Bisignano,U.S.,Milwaukee,Wisconsin,Public
216,Parker-Hannifin,PH,Industrials,Industrial Machinery,yes,no,yes,yes,45,no,no,no,62730,71369.5,"$19,065 ",20.2,2082.9,58.3,29964.5,Jennifer A. Parmentier,U.S.,Cleveland,Ohio,Public
217,American Electric Power,AEP,Energy,Utilities: Gas and Electric,yes,no,no,yes,-12,no,no,no,17250,45339.4,"$18,982 ",-3.3,2208.1,-4.3,96684,William J. Fehrman,U.S.,Columbus,Ohio,Public
218,International Paper,IP,Materials,"Packaging, Containers",yes,no,no,no,-34,no,yes,no,39000,13514.7,"$18,916,000 ",-10.6,288,-80.9,23261,Andrew K. Silvernail,U.S.,Memphis,Tennessee,Public
219,ManpowerGroup,MAN,Business Services,Temporary Help,yes,no,no,no,-17,no,no,no,27900,3756.3,"$18,915 ",-4.6,88.8,-76.2,8830.2,Jonas Prising,U.S.,Milwaukee,Wisconsin,Public
220,Aramark,ARMK,Business Services,Diversified Outsourcing Services,yes,no,no,no,33,no,no,no,262550,8535,"$18,854 ",15.5,674.1,246.6,16871.2,John J. Zillmer,U.S.,Philadelphia,Pennsylvania,Public
221,Steel Dynamics,STLD,Materials,Metals,yes,yes,no,yes,-45,no,yes,no,12600,23412.5,"$18,795 ",-15.6,2450.9,-36.5,14908.4,Mark D. Millett,U.S.,Fort Wayne,Indiana,Public
222,Aflac,AFL,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,-15,no,yes,no,12785,49404.5,"$18,701,000 ",-4.1,4659,10.9,126724,Daniel P. Amos,U.S.,Columbus,Georgia,Public
223,Reinsurance Group of America,RGA,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,34,no,yes,no,3900,12683.2,"$18,567,000 ",14.2,902,44.8,97623,Tony Cheng,U.S.,Chesterfield,Missouri,Public
224,Emerson Electric,EMR,Industrials,Industrial Machinery,yes,no,no,no,-18,no,no,no,67000,64842.2,"$18,370,000 ",-6.4,13219,309.1,42746,S.L. Karsanbhai,U.S.,St. Louis,Missouri,Public
225,State Street,STT,Financials,Commercial Banks,yes,no,no,yes,80,no,yes,no,46451,23346.3,"$18,366,000 ",34.1,1944,-29.9,297258,Ronald P. O'Hanley,U.S.,Boston,Massachusetts,Public
226,PPG Industries,PPG,Chemicals,Chemicals,yes,no,no,yes,6,no,yes,no,53000,34103.8,"$18,246,000 ",3.4,1270,23.8,21647,Timothy M. Knavish,U.S.,Pittsburgh,Pennsylvania,Public
227,United States Steel,X,Materials,Metals,yes,no,no,no,-41,no,no,no,21803,9168,"$18,053,000 ",-14.3,895,-64.5,20451,David B. Burritt,U.S.,Pittsburgh,Pennsylvania,Public
228,Automatic Data Processing,ADP,Business Services,Diversified Outsourcing Services,yes,no,yes,yes,23,no,yes,no,63000,102590.8,"$18,012 ",9.2,3412,15.7,50971,Maria Black,U.S.,Roseland,New Jersey,Public
229,Group 1 Automotive,GPI,Retailing,"Automotive Retailing, Services",yes,no,no,yes,23,no,no,no,16011,3999.4,"$17,874 ",8.9,601.6,-19.9,7774.1,Daryl A. Kenningham,U.S.,Houston,Texas,Public
230,Dominion Energy,D,Energy,Utilities: Gas and Electric,yes,no,no,yes,12,no,no,no,17700,41201.2,"$17,867,000 ",4,1994,100.6,109032,Robert M. Blue,U.S.,Richmond,Virginia,Public
231,BlackRock,BLK,Financials,Securities,yes,yes,no,no,-2,no,yes,no,19800,124173.4,"$17,859,000 ",-0.1,5502,6.3,123211,Laurence D. Fink,U.S.,New York,New York,Public
232,Oneok,OKE,Energy,Pipelines,yes,no,no,yes,-59,no,no,no,4775,46751.9,"$17,677,000 ",-21,2659,54.4,44266,Pierce H. Norton II,U.S.,Tulsa,Oklahoma,Public
233,C.H. Robinson Worldwide,CHRW,Transportation,Transportation and Logistics,yes,no,no,no,-73,no,yes,no,15246,8907.9,"$17,596 ",-28.7,325.1,-65.4,5225.3,David P. Bozeman,U.S.,Eden Prairie,Minnesota,Public
234,Texas Instruments,TXN,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-34,no,no,no,34000,158540.8,"$17,519,000 ",-12.5,6510,-25.6,32348,Haviv Ilan,U.S.,Dallas,Texas,Public
235,Kohl's,KSS,Retailing,General Merchandisers,yes,no,no,no,-9,no,yes,no,66000,3232.9,"$17,476,000 ",-3.4,317,,14009,Thomas A. Kingsbury,U.S.,Menomonee Falls,Wisconsin,Public
236,AutoZone,AZO,Retailing,Specialty Retailers: Other,yes,no,no,yes,22,no,yes,no,95200,54532.7,"$17,457 ",7.4,2528.4,4.1,15985.9,Philip B. Daniele III,U.S.,Memphis,Tennessee,Public
237,Lam Research,LRCX,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,3,no,yes,no,17200,127375.7,"$17,429 ",1.2,4510.9,-2,18781.6,Timothy M. Archer,U.S.,Fremont,California,Public
238,Corteva,CTVA,"Food, Beverages & Tobacco",Food Production,yes,no,no,yes,0,no,yes,no,22500,40304.4,"$17,226,000 ",-1.3,735,-35.9,42996,Charles V. Magro,U.S.,Indianapolis,Indiana,Public
239,Peter Kiewit Sons',,Engineering & Construction,Engineering & Construction,yes,no,no,yes,68,no,no,no,31100,,"$17,118,000 ",25.3,1176,65.6,9724,Rick Lanoha,U.S.,Omaha,Nebraska,Private
240,Builders FirstSource,BLDR,Materials,"Building Materials, Glass",yes,no,no,no,-68,no,no,no,29000,25430.6,"$17,097 ",-24.8,1540.6,-44,10499.5,Dave Rush,U.S.,Irving,Texas,Public
241,Kyndryl Holdings,KD,Technology,Information Technology Services,no,no,no,no,-16,no,no,no,90000,5007,"$17,026,000 ",-7,-1374,,11464,Martin J. Schroeter,U.S.,New York,New York,Public
242,EchoStar,SATS,Telecommunications,Telecommunications,no,no,no,yes,0,no,no,no,15300,3869.1,"$17,016 ",751.6,-1702.1,-1061.3,57108.9,Hamid Akhavan,U.S.,Englewood,Colorado,Public
243,American Family Insurance Group,,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,58,no,no,no,12417,,"$17,000 ",23.1,-891,,38023.5,William Westrate,U.S.,Madison,Wisconsin,Private
